Trip_Type,Surroundings,Room_Type,Season,Duration_Days,Activity_To_Perform,Budget_INR,Destination
Adventure Trip,Temples,Homestay,Spring,2,Motorcycling,72597,Madhya Pradesh
Solo Trip,Royal Palaces,Hostel Dorm,Summer,8,Scuba Diving,72597,Rajasthan
Cultural Trip,Temples,Homestay,Summer,3,Heritage Walk,72597,Madhya Pradesh
Wildlife Trip,Backwaters,Beachfront Villa,Spring,8,Safari,72597,Kerala
Solo Trip,Mountains,Hostel Dorm,Autumn,4,Skiing,72597,Jammu and Kashmir
Group Trip,Backwaters,Jungle Lodge,Spring,6,Heritage Walk,72597,Kerala
Pilgrimage Trip,Temples,Homestay,Summer,4,Religious visit,72597,Madhya Pradesh
Wildlife Trip,Deserts,Hostel Dorm,Autumn,4,Safari,72597,Rajasthan
Cultural Trip,Forest,Houseboat,Monsoon,4,Temple hopping,72597,Maharashtra
Family Trip,Beach,Hostel Dorm,Winter,10,Ayurvedic Spa,72597,Andaman & Nicobar Islands
Group Trip,Beach,Beachfront Resort,Monsoon,9,Relaxation,72597,Andaman & Nicobar Islands
Cultural Trip,Islands,Beachfront Villa,Summer,7,Heritage Walk,72597,Andaman & Nicobar Islands
Adventure Trip,French Colony,Camping,Winter,2,Scuba Diving,72597,Puducherry
Pilgrimage Trip,Hills,Jungle Lodge,Winter,2,Religious visit,72597,Kerala
Romantic Getaway,Mountains,Hostel Dorm,Summer,7,Ayurvedic Spa,72597,Ladakh
Adventure Trip,Mountains,Beachfront Villa,Spring,6,Trekking,72597,Jammu and Kashmir
Pilgrimage Trip,Beach,Camping,Winter,6,Religious visit,72597,Goa
Wildlife Trip,Hills,Jungle Lodge,Winter,4,Safari,72597,West Bengal
Honeymoon Trip,Backwaters,Luxury Hotel,Monsoon,4,Ayurvedic Spa,72597,Kerala
Wildlife Trip,Forest,Ashram Accommodation,Autumn,7,Safari,72597,Maharashtra
Solo Trip,Forest,Ashram Accommodation,Winter,8,Scuba Diving,72597,Maharashtra
Family Trip,Mountains,Camping,Autumn,7,Ayurvedic Spa,72597,Uttarakhand
Honeymoon Trip,Mountains,Beachfront Resort,Winter,3,Relaxation,72597,Himachal Pradesh
Romantic Getaway,City,Beachfront Villa,Summer,5,Ayurvedic Spa,72597,Uttar Pradesh
Family Trip,Hills,Camping,Autumn,10,Heritage Walk,72597,Kerala
Cultural Trip,Islands,Beachfront Resort,Spring,7,Temple hopping,72597,Andaman & Nicobar Islands
Cultural Trip,Hills,Houseboat,Summer,2,Temple hopping,72597,West Bengal
Adventure Trip,Forest,Homestay,Autumn,3,Motorcycling,72597,Madhya Pradesh
Family Trip,Temple Town,Jungle Lodge,Autumn,7,Heritage Walk,72597,Maharashtra
Honeymoon Trip,Mountains,Hostel Dorm,Spring,8,Scuba Diving,72597,Jammu and Kashmir
Backpacking Trip,City,Camping,Summer,10,Trekking,72597,Uttar Pradesh
Family Trip,Backwaters,Beachfront Villa,Winter,6,Toy Train Ride,72597,Kerala
Solo Trip,Religious Town,Ashram Accommodation,Winter,8,Trekking,72597,Uttar Pradesh
Adventure Trip,City,Houseboat,Winter,10,Trekking,72597,Uttar Pradesh
Pilgrimage Trip,Mountains,Beachfront Villa,Summer,8,Religious visit,72597,Himachal Pradesh
Adventure Trip,Forest,Beachfront Villa,Autumn,10,Camping,72597,Madhya Pradesh
Romantic Getaway,Mountains,Luxury Hotel,Spring,4,Relaxation,72597,Himachal Pradesh
Group Trip,Mountains,Hostel Dorm,Winter,8,Sightseeing,72597,Jammu and Kashmir
Honeymoon Trip,Desert,Jungle Lodge,Winter,5,Scuba Diving,72597,Ladakh
Solo Trip,Forest,Houseboat,Winter,10,Relaxation,72597,Maharashtra
Solo Trip,Religious Town,Houseboat,Summer,8,Skiing,72597,Uttar Pradesh
Wildlife Trip,French Colony,Houseboat,Spring,6,Safari,72597,Puducherry
Pilgrimage Trip,Beach,Beachfront Resort,Winter,6,Religious visit,72597,Goa
Adventure Trip,Temples,Heritage Hotel,Monsoon,5,Trekking,72597,Madhya Pradesh
Group Trip,Mountains,Heritage Hotel,Monsoon,9,Sightseeing,72597,Uttarakhand
Adventure Trip,Mountains,Beachfront Villa,Autumn,5,Trekking,72597,Himachal Pradesh
Family Trip,Islands,Jungle Lodge,Summer,5,Ayurvedic Spa,72597,Andaman & Nicobar Islands
Wildlife Trip,Beach,Houseboat,Autumn,3,Safari,72597,Goa
Cultural Trip,French Colony,Beachfront Villa,Winter,3,Temple hopping,72597,Puducherry
Pilgrimage Trip,City,Beachfront Villa,Autumn,9,Religious visit,72597,Uttar Pradesh
Wildlife Trip,Mountains,Heritage Hotel,Autumn,5,Safari,72597,Uttarakhand
Honeymoon Trip,Religious Town,Hostel Dorm,Monsoon,3,Honeymoon Cruise,72597,Uttar Pradesh
Romantic Getaway,Hills,Hostel Dorm,Winter,10,Relaxation,72597,Kerala
Cultural Trip,City,Beachfront Resort,Summer,3,Temple hopping,72597,Uttar Pradesh
Solo Trip,Mountains,Camping,Summer,5,Motorcycling,72597,Jammu and Kashmir
Family Trip,Temple Town,Beachfront Resort,Autumn,8,Sightseeing,72597,Maharashtra
Adventure Trip,Mountains,Hostel Dorm,Summer,4,Trekking,72597,Jammu and Kashmir
Romantic Getaway,Mountains,Houseboat,Monsoon,6,Honeymoon Cruise,72597,Himachal Pradesh
Cultural Trip,Backwaters,Houseboat,Winter,4,Heritage Walk,72597,Kerala
Pilgrimage Trip,Mountains,Houseboat,Monsoon,7,Religious visit,72597,Uttarakhand
Solo Trip,Forest,Beachfront Villa,Monsoon,7,Skiing,72597,Maharashtra
Group Trip,City,Heritage Hotel,Autumn,6,Toy Train Ride,72597,Uttar Pradesh
Cultural Trip,Mountains,Beachfront Villa,Monsoon,8,Heritage Walk,72597,Himachal Pradesh
Romantic Getaway,Backwaters,Luxury Hotel,Spring,4,Scuba Diving,72597,Kerala
Honeymoon Trip,Backwaters,Ashram Accommodation,Autumn,5,Honeymoon Cruise,72597,Kerala
Cultural Trip,Backwaters,Luxury Hotel,Summer,5,Heritage Walk,72597,Kerala
Adventure Trip,Hills,Beachfront Villa,Autumn,2,Camping,72597,Kerala
Cultural Trip,Temple Town,Hostel Dorm,Winter,10,Temple hopping,72597,Maharashtra
Pilgrimage Trip,Mountains,Ashram Accommodation,Monsoon,3,Religious visit,72597,Jammu and Kashmir
Cultural Trip,Mountains,Camping,Spring,10,Temple hopping,72597,Himachal Pradesh
Wildlife Trip,Mountains,Camping,Monsoon,9,Safari,72597,Uttarakhand
Cultural Trip,Hills,Beachfront Resort,Spring,2,Temple hopping,72597,West Bengal
Adventure Trip,Forest,Homestay,Winter,5,Trekking,72597,Madhya Pradesh
Romantic Getaway,Mountains,Beachfront Resort,Summer,6,Ayurvedic Spa,72597,Ladakh
Adventure Trip,Hills,Heritage Hotel,Summer,3,Trekking,72597,Kerala
Wildlife Trip,Backwaters,Ashram Accommodation,Autumn,6,Safari,72597,Kerala
Honeymoon Trip,Backwaters,Heritage Hotel,Monsoon,5,Sightseeing,72597,Kerala
Adventure Trip,Desert,Camping,Spring,3,Trekking,72597,Ladakh
Group Trip,Backwaters,Hostel Dorm,Spring,6,Heritage Walk,72597,Kerala
Cultural Trip,Temple Town,Homestay,Summer,5,Temple hopping,72597,Maharashtra
Romantic Getaway,Mountains,Houseboat,Spring,6,Ayurvedic Spa,72597,Jammu and Kashmir
Pilgrimage Trip,Forest,Heritage Hotel,Summer,5,Religious visit,72597,Maharashtra
Family Trip,Mountains,Ashram Accommodation,Winter,7,Ayurvedic Spa,72597,Jammu and Kashmir
Cultural Trip,Mountains,Hostel Dorm,Spring,9,Heritage Walk,72597,Himachal Pradesh
Group Trip,Forest,Homestay,Winter,8,Temple hopping,72597,Maharashtra
Romantic Getaway,Backwaters,Ashram Accommodation,Autumn,2,Relaxation,72597,Kerala
Family Trip,Temples,Homestay,Summer,7,Relaxation,72597,Madhya Pradesh
Cultural Trip,Temples,Jungle Lodge,Summer,6,Heritage Walk,72597,Madhya Pradesh
Adventure Trip,Beach,Beachfront Resort,Winter,8,White Water Rafting,72597,Goa
Solo Trip,Backwaters,Houseboat,Monsoon,6,Skiing,72597,Kerala
Romantic Getaway,Mountains,Beachfront Villa,Autumn,2,Relaxation,72597,Himachal Pradesh
Family Trip,French Colony,Hostel Dorm,Winter,3,Relaxation,72597,Puducherry
Pilgrimage Trip,Beach,Ashram Accommodation,Summer,5,Religious visit,72597,Goa
Honeymoon Trip,Mountains,Luxury Hotel,Summer,5,Relaxation,72597,Himachal Pradesh
Family Trip,City,Luxury Hotel,Summer,8,Relaxation,72597,Uttar Pradesh
Group Trip,Backwaters,Beachfront Villa,Autumn,8,Relaxation,72597,Kerala
Group Trip,Forest,Houseboat,Winter,3,Relaxation,72597,Madhya Pradesh
Family Trip,Backwaters,Luxury Hotel,Summer,2,Relaxation,72597,Kerala
Solo Trip,Mountains,Beachfront Resort,Autumn,2,Relaxation,72597,Himachal Pradesh
Group Trip,Mountains,Jungle Lodge,Spring,5,Temple hopping,72597,Himachal Pradesh
Adventure Trip,Mountains,Hostel Dorm,Winter,10,Camping,72597,Uttarakhand
Solo Trip,Desert,Beachfront Resort,Spring,7,Motorcycling,72597,Ladakh
Backpacking Trip,Hills,Beachfront Villa,Monsoon,3,Motorcycling,72597,West Bengal
Wildlife Trip,Forest,Houseboat,Winter,10,Safari,72597,Madhya Pradesh
Wildlife Trip,Mountains,Houseboat,Monsoon,6,Safari,72597,Himachal Pradesh
Family Trip,Temple Town,Beachfront Resort,Autumn,9,Sightseeing,72597,Maharashtra
Romantic Getaway,Backwaters,Luxury Hotel,Monsoon,5,Ayurvedic Spa,72597,Kerala
Wildlife Trip,Hills,Hostel Dorm,Winter,6,Safari,72597,West Bengal
Solo Trip,Forest,Heritage Hotel,Monsoon,5,Scuba Diving,72597,Madhya Pradesh
Adventure Trip,Backwaters,Houseboat,Winter,8,White Water Rafting,72597,Kerala
Solo Trip,Temple Town,Ashram Accommodation,Summer,3,Scuba Diving,72597,Maharashtra
Family Trip,Beach,Camping,Autumn,6,Toy Train Ride,72597,Goa
Backpacking Trip,Religious Town,Heritage Hotel,Monsoon,10,Motorcycling,72597,Uttar Pradesh
Pilgrimage Trip,Hills,Camping,Monsoon,8,Religious visit,72597,West Bengal
Group Trip,Backwaters,Hostel Dorm,Monsoon,6,Toy Train Ride,72597,Kerala
Cultural Trip,Desert,Beachfront Resort,Monsoon,4,Temple hopping,72597,Ladakh
Romantic Getaway,Deserts,Homestay,Spring,10,Ayurvedic Spa,72597,Rajasthan
Cultural Trip,City,Ashram Accommodation,Autumn,2,Heritage Walk,72597,Uttar Pradesh
Family Trip,Forest,Jungle Lodge,Winter,4,Toy Train Ride,72597,Maharashtra
Family Trip,Beach,Beachfront Villa,Winter,8,Ayurvedic Spa,72597,Goa
Group Trip,Temples,Beachfront Resort,Winter,2,Toy Train Ride,72597,Madhya Pradesh
Family Trip,Desert,Homestay,Summer,5,Relaxation,72597,Ladakh
Adventure Trip,Forest,Hostel Dorm,Spring,8,Camping,72597,Madhya Pradesh
Adventure Trip,Temples,Beachfront Villa,Summer,9,Motorcycling,72597,Madhya Pradesh
Honeymoon Trip,Religious Town,Beachfront Resort,Spring,10,Scuba Diving,72597,Uttar Pradesh
Group Trip,Temples,Houseboat,Monsoon,8,Temple hopping,72597,Madhya Pradesh
Solo Trip,Mountains,Heritage Hotel,Monsoon,3,Relaxation,72597,Uttarakhand
Pilgrimage Trip,Backwaters,Heritage Hotel,Summer,2,Religious visit,72597,Kerala
Wildlife Trip,Mountains,Beachfront Villa,Spring,5,Safari,72597,Uttarakhand
Group Trip,Mountains,Beachfront Villa,Autumn,7,Sightseeing,72597,Jammu and Kashmir
Solo Trip,Deserts,Homestay,Winter,5,Motorcycling,72597,Rajasthan
Cultural Trip,City,Ashram Accommodation,Spring,5,Heritage Walk,72597,Uttar Pradesh
Cultural Trip,Mountains,Camping,Monsoon,7,Heritage Walk,72597,Jammu and Kashmir
Adventure Trip,Forest,Houseboat,Summer,2,Camping,72597,Maharashtra
Adventure Trip,Forest,Houseboat,Autumn,3,Motorcycling,72597,Madhya Pradesh
Solo Trip,Beach,Ashram Accommodation,Winter,7,Trekking,72597,Goa
Group Trip,Temple Town,Beachfront Resort,Summer,7,Toy Train Ride,72597,Maharashtra
Wildlife Trip,Forest,Beachfront Resort,Spring,3,Safari,72597,Madhya Pradesh
Wildlife Trip,Mountains,Jungle Lodge,Spring,8,Safari,72597,Himachal Pradesh
Adventure Trip,City,Luxury Hotel,Monsoon,2,Camping,72597,Uttar Pradesh
Family Trip,Mountains,Houseboat,Summer,7,Relaxation,72597,Himachal Pradesh
Pilgrimage Trip,Temple Town,Houseboat,Autumn,7,Religious visit,72597,Maharashtra
Romantic Getaway,Backwaters,Jungle Lodge,Monsoon,5,Ayurvedic Spa,72597,Kerala
Honeymoon Trip,French Colony,Beachfront Resort,Summer,4,Scuba Diving,72597,Puducherry
Adventure Trip,Mountains,Beachfront Villa,Summer,5,White Water Rafting,72597,Jammu and Kashmir
Romantic Getaway,Hills,Ashram Accommodation,Winter,7,Honeymoon Cruise,72597,West Bengal
Backpacking Trip,Mountains,Luxury Hotel,Autumn,3,Motorcycling,72597,Uttarakhand
Cultural Trip,Mountains,Beachfront Resort,Spring,7,Temple hopping,72597,Jammu and Kashmir
Wildlife Trip,French Colony,Camping,Winter,8,Safari,72597,Puducherry
Adventure Trip,Hills,Hostel Dorm,Winter,9,Scuba Diving,72597,Kerala
Romantic Getaway,Mountains,Jungle Lodge,Spring,8,Scuba Diving,72597,Himachal Pradesh
Backpacking Trip,Backwaters,Ashram Accommodation,Winter,4,Heritage Walk,72597,Kerala
Cultural Trip,Backwaters,Heritage Hotel,Monsoon,5,Temple hopping,72597,Kerala
Honeymoon Trip,Royal Palaces,Luxury Hotel,Summer,7,Ayurvedic Spa,72597,Rajasthan
Solo Trip,City,Beachfront Villa,Winter,6,Motorcycling,72597,Uttar Pradesh
Family Trip,City,Heritage Hotel,Winter,4,Ayurvedic Spa,72597,Uttar Pradesh
Honeymoon Trip,Backwaters,Jungle Lodge,Autumn,2,Scuba Diving,72597,Kerala
Solo Trip,Forest,Hostel Dorm,Summer,5,Skiing,72597,Madhya Pradesh
Romantic Getaway,Islands,Beachfront Resort,Monsoon,4,Ayurvedic Spa,72597,Andaman & Nicobar Islands
Wildlife Trip,Backwaters,Jungle Lodge,Spring,6,Safari,72597,Kerala
Cultural Trip,Religious Town,Hostel Dorm,Monsoon,7,Heritage Walk,72597,Uttar Pradesh
Wildlife Trip,Forest,Ashram Accommodation,Spring,6,Safari,72597,Madhya Pradesh
